,text,title
8896,"New York Times columnist Max Fisher, in a piece titled “What Happens When You Fight a ‘Deep State’ That Doesn’t Exist,” whines that President Donald Trump and populist conservatives have appropriated the term “Deep State”  —   just like the briefly trendy buzzword of “fake news. ”[From the New York Times: advertisement",NYTimes: Trump Has Appropriated ’Deep State’ to Demonize ’Civil Servants’
500,"Oil futures rose in Asian trade on Friday, buoyed by renewed optimism prices may have bottomed out after official US data showed oil production fell to its lowest level since November 2014.</strongBrent futures nudged up 3 cents to $37.10 a barrel as of 0147 GMT after settling 14 cents higher in the previous session. The crude benchmark is set to end the week with a gain of more than 5 percent.US crude futures had climbed 13 cents to $34.70 a barrel, after settling down 9 cents in the previous session.While US crude inventories rose to a new record of 517.98 million barrels last week, output fell for a sixth straight week to 9.08 million barrels a day, according to data from the US Department of Energy's Energy Information Administration.Cuts in US production are providing price support, but investors are also waiting for key US economic data later on Friday to give further direction, said Ben Le Brun, market analyst at Sydney's OptionsXpress.""A lot of traders are keeping their powder dry in front of non-farm payroll data - it's the number one (indicator) in terms of crude consumers,"" he said.Positive numbers for both February payrolls and US jobs data, both due at 1330 GMT on Friday, could maintain the momentum of higher oil prices, Le Brun said""Investors are a little more confident we've seen a bottom in oil (prices),"" he added. Le Brun is forecasting oil prices will hover around $40 by the middle of this year.Further cuts in US output are possible in the coming months.""The tight credit market will make it difficult for US shale producers to refinance upcoming debt and we may see an accelerated decline in US oil production in 2016-17,"" ANZ said in a note on Friday.The decline in US production will fuel a 1.5-percent drop in oil supply by non-members of oil producers' cartel OPEC this year, the first year of non-OPEC negative supply growth since 2008, Paul Bloxham, chief Australia economist at HSBC said in a report on Friday.Non-OPEC supply is forecast to fall by 850,000 barrels a day this year, of which 760,000 barrels will be cut from U.S. production.HSBC, which kept its price forecasts unchanged, assumed an average Brent price of $45 a barrel this year, rising to $60 in 2017 and $75 thereafter.",Oil prices climb after US oil output f
12965,"Главная » News » Στερλίνα και Brexit φοβίζουν τους Βρετανούς τουρίστες Στερλίνα και Brexit φοβίζουν τους Βρετανούς τουρίστες Τρίτη, 8 Νοέμβριος, 2016 - 11:15 
Μοιρασμένα είναι τα μηνύματα που έρχονται από τη βρετανική τουριστική αγορά όσον αφορά τις πρώτες πωλήσεις πακέτων τη σεζόν που έρχεται, καθώς ναι μεν οι ελληνικοί προορισμοί εξακολουθούν να συγκεντρώνουν τις προτιμήσεις των Άγγλων τουριστών, όμως οι φόβοι για μείωση της καταναλωτικής τους δύναμης λόγω του Brexit επιτείνουν το αίσθημα της διστακτικότητας στην ολοκλήρωση της κράτησης. Το κλίμα στην έκθεση τουρισμού World Travel Market 2016 που ξεκίνησε χθες στο Λονδίνο- και στην ουσία αποτελεί το πρώτο κρας- τεστ για τις κρατήσεις της επόμενης χρονιάς- χαρακτηρίζεται από παράγοντες του κλάδου ""συγκρατημένο”. Τα αρχικά στοιχεία δείχνουν πως υπάρχει μια μικρή αύξηση στην ζήτηση από τη βρετανική αγορά. Επιχειρηματίες του κλάδου σημειώνουν πως αν και ακόμη είναι πρώιμη η εξαγωγή περισσότερων συμπερασμάτων για το πως θα κινηθούν οι πωλήσεις πακέτων τους επόμενους μήνες και πιο συγκεκριμένα μέχρι το Φεβρουάριο, όταν πραγματοποιείται ο μεγαλύτερος όγκος των προκρατήσεων, φαίνεται πως η ισοτιμία της στερλίνας με το ευρώ θα παίξει καθοριστικό ρόλο στις τελική επιλογή των διακοπών για τους Άγγλους τουρίστες. Επιπλέον, η ασφάλεια του προορισμού δείχνει να διαδραματίζει εξίσου σημαντικό ρόλο. Σε έρευνα που δημοσιεύτηκε στο περιθώριο της τουριστικής έκθεσης προκύπτει ότι από τους Βρετανούς ταξιδιώτες που ταξίδεψαν φέτος στο εξωτερικό, το 38% δήλωσε ότι η τρομοκρατία ήταν λόγος ανησυχίας, με το 9% να παραδέχεται ότι ανησύχησε εξαιρετικά. Στην ίδια έρευνα φάνηκε ακόμη πως το 28% των τουριστών δήλωσε ότι η μεταναστευτική κρίση επηρέασε την επιλογή προορισμού διακοπών, το 23% ανησύχησε για την πολιτική αστάθεια της χώρας επιλογής. Στα θετικά νέα, όπως επιβεβαιώνουν φορείς του Τουρισμού, είναι πως συνεχίζει να είναι μουδιασμένο το ενδιαφέρον για Τουρκία, Αίγυπτο και Τυνησία... τρεις χώρες με μεγάλη μείωση σε αφίξεις και τουριστικά έσοδα (ειδικά στην Τουρκία φέτος η κάμψη αγγίζει το 40% λόγω ακυρώσεων υπό το φόβο τρομοκρατικών επιθέσεων), γεγονός που ευνοεί την Ελλάδα. Παρόλα αυτά και πάλι ο χρόνος θα δείξει πως θα εξελιχθεί η ζήτηση, αφού οι χώρες αυτές έχουν προετοιμαστεί για ισχυρή επιστροφή τη σεζόν του 2017, με ανταγωνιστικές τιμές και στοχευμένη προβολή των ξενοδοχειακών τους υποδομών. Το ζητούμενο, επαναλαμβάνουν επιχειρηματίες του χώρου, είναι να υπάρξουν συμφωνίες με μεγάλους tour operators χωρίς να επηρεαστούν οι τιμές των πακέτων, όπως έγινε τη φετινή περίοδο σε μια προσπάθεια να τονωθεί ο αριθμός των αφίξεων. Αυτό όμως είχε ως αποτέλεσμα να μειωθούν τα έσοδα (παρά το ότι οι επιπλέον επισκέπτες ξεπέρασαν το ένα εκατ., οι εισπράξεις έμειναν στο επίπεδο του 2015, δηλαδή κοντά στα 14 δισ. ευρώ από 15 δισ. που ήταν ο αρχικός στόχος). 
Οι επαφές με τους tour operators στο πλαίσιο της έκθεσης που ολοκληρώνεται την Τετάρτη θα είναι πάντως σημαντικές, δεδομένου πως η Μεγάλη Βρετανία είναι η δεύτερη πιο σημαντική τουριστική αγορά (μετά τη Γερμανία) για τον ελληνικό Τουρισμό: το 2015 ήταν η χώρα με το μεγαλύτερο μερίδιο αγοράς, ενώ φέτος στο οκτάμηνο η αύξηση των αφίξεων φτάνει το 7,7% σε σχέση με πέρσι, με ήδη 1,93 εκατ. Άγγλους τουρίστες. ",Στερλίνα και Brexit φοβίζουν τους Βρετανούς τουρίστες | Katehon think tank. Geopolitics & Tradition
148,"President Barack Obama Thursday called US oil production an important source of energy as America transitions towards cleaner resources, defending his move to allow petroleum giant Shell to drill in the Alaskan Arctic.Obama´s administration gave the petroleum giant a green light three days ago to explore the Chukchi Sea near Alaska -- as long as the Anglo-Dutch firm has the correct permits from the agencies that regulate the environment and marine mammal health.Environmental groups oppose the drilling due to the vulnerability of Arctic animals that are already struggling with melting sea ice and the risk that an oil spill would pose to the region.""Despite the fact that Shell had put in an application for exploration in this region several years ago, we delayed it for a very lengthy period of time, until they could provide us with the kinds of assurances that we have not seen before,"" Obama said during a Thursday press conference.Shell put its drilling plans for the Alaska Arctic on hold in 2013 following multiple embarrassing problems with its two rigs.One, the Kulluk, washed ashore after breaking loose from towing vessels in stormy seas in southern Alaska in January.Another, the Noble Discoverer, was recently cited by the US Coast Guard for numerous safety and operational deficiencies.Both rigs were sent to Asia for repair and maintenance work.""Shell had to go back to the drawing board, revamp its approach,"" Obama said.""I am working internationally to reduce our carbon emissions and to replace, over time, fossil fuels with clean energies,"" he added.""In the meantime, we are going to continue to be using fossil fuels, and when it can be done safely and appropriately, US production of oil and natural gas is important,"" Obama said.He added that importing oil and gas meant it might be ""purchased from places that have much lower environmental standards than we do.""Some Americans grew increasingly wary of drilling after the April 2010 explosion of BP-leased Deepwater Horizon in the Gulf of Mexico, which killed 11 people and spewed 4.9 million barrels of oil into the ocean.A Shell spokesman said that operations in the Chukchi Sea are scheduled to begin in the coming months.",us oil production important amid clean energy transition ob
2490,"US stock markets reversed an early fall Tuesday and surged sharply higher as voters headed to polls to choose between Hillary Clinton and Donald Trump for their next president.</strongAdding to Monday´s 2 percent gains, which came as Democrat Clinton´s chances for a victory appeared to improve, the S&amp;P 500 and Dow Jones Industrial Average were up 0.7 percent in early afternoon trade.What caused the sharp mid-morning reversal was unclear; the markets swung almost one percentage point in a short period and the closely-watched Vix volatility index, a signal of market nervousness, fell sharply at the same time.The move came at about the same time a new polling group, Votecastr, released an analysis of early voting in key swing state Florida that showed Clinton ahead of Trump.Votecastr´s analyses are not based on actual voting but extrapolations of observed turnout in Tuesday´s voting compared with actual turnout and vote data from previous elections.But Michael James of Wedbush Securities said there was no single catalyst for the surge higher; it was a continuation of Monday´s momentum.""Yesterday was probably the best single day we´ve had in six months. Buyers were poised to buy at any pull-back and that is exactly what happened.""Markets have shown a clear preference for Clinton, given Trump´s promises to shake up US economic policy and his controversial foreign policy statements. Clinton´s prospects for a win gained after the weekend statement by FBI director James Comey that cleared Clinton of wrongdoing over a long investigation into her private email server.At 1 pm (1800 GMT), the Dow Jones Industrial Average stood at 18,393.62, up 0.7 percent.The broad-based S&amp;P 500 added 0.7 percent to 2,146.46, while the tech-rich Nasdaq Composite Index jumped 0.9 percent to 5,213.59.",US stocks surge as voters head to 
4381,"During the 1986 race for governor of Vermont, Bernie Sanders bristled at the popularity of the Democratic incumbent, Madeleine Kunin. Mr. Sanders, who was running against her as an independent, saw himself as a leader, and viewed Ms. Kunin as a lightweight. “She does very well on television,” he told one interviewer. “She has an excellent press secretary. ” But really, he said another time, the governor’s appeal came down to one trait. “Many people are excited because she’s the first woman governor,” he said. “But after that, there ain’t much. ” Mr. Sanders has long presented himself as an     politician from rural New England, now seeking the presidency with promise of a political revolution. But his combative side has now emerged as the Democratic race has tightened and Hillary Clinton has sharpened her own rhetoric. The result is a far harsher tone in the Democratic campaign and a transformed Senator Sanders, who is now making the kinds of   attacks that some of his advisers regretted he did not deploy sooner. But his aggressiveness also worries some supporters who were powerfully drawn to his positive persona that forswore politics as usual. The senator’s assertiveness was on vivid display in Thursday’s debate with Mrs. Clinton ahead of the   New York primary on Tuesday, which Mr. Sanders must win big to dent Mrs. Clinton’s strong lead in the delegates needed for the nomination. But he is also seeking to match the vigorous jabs from her aides and allies, who ignored Mr. Sanders for much of last year and are now assailing his policy ideas and leadership abilities on a   basis. His advisers say he is reacting to the New York political environment as well. “Political combat is more restrained in places like Iowa and New Hampshire, but it’s completely different in New York, and Bernie has no problem defending his ideas in a tough way against Secretary Clinton’s,” said Tad Devine, a senior adviser for the Sanders campaign. Mrs. Clinton is now trying to hold off Mr. Sanders while not alienating his supporters, whom she would need in the general election. But she is also refusing to back down, and their spiky clashes are suddenly making for a more explosive and unpredictable race. More than anything, the recent Sanders broadsides reflect a political strategy he has carried out in previous campaigns: the use of blunt criticisms, sarcastic asides and a thundering style against his opponents. In the 1986 race, Mr. Sanders argued that he would be a strong feminist and do more for women than Ms. Kunin had. While granting that Ms. Kunin was “not corrupt,” he questioned if she had the same “courage” that he had. He repeatedly challenged her credentials as a fellow progressive, using some of the same language he aims at Mrs. Clinton. In the end, he damaged Ms. Kunin politically, as some Clinton supporters and political analysts think he may do in the current race. “In a tough fight, Bernie is hardly the     guy that he claims to be,” said Garrison Nelson, a longtime political science professor at the University of Vermont. Ms. Kunin was not the only foe that Mr. Sanders attacked with insinuations, as opposed to the more overtly negative television ads that Mr. Sanders has forsworn. In his 1990 race for Congress, he frequently laid political bait for his Republican opponent and relished watching him stumble. And in his 2006 Senate campaign, Mr. Sanders relentlessly linked his moderate Republican opponent with George W. Bush and Dick Cheney, and accused him of running “the most negative, dishonest campaign in the history of the state of Vermont. ” While such tactics are not unusual in many campaigns, Mr. Sanders has long tried to claim the high road. Yet if his past opponents remember anything about him, it’s Bernie the brawler. “The way he kept tagging me as a typical rich guy who only cared about rich Republicans  —   it was very tough, and very effective,” said Richard Tarrant, a software executive who was the Republican Senate nominee in 2006 and ran many aggressive television ads. “Bernie knew that I earned my money myself, that my wealth was  . But that didn’t matter. ” In the current race, after days of needling by the Clinton camp about his policies and ability to answer tough questions, Mr. Sanders hit back this month by saying Mrs. Clinton was “not qualified” for the presidency because she had taken money from wealthy donors and supported the war in Iraq and some   agreements. Some Sanders supporters expressed dismay that their candidate was resorting to such sharp exchanges  —   a Guardian columnist wrote on Tuesday that she felt “betrayed”  —   while the leading Republican candidate, Donald J. Trump, picked up the line of attack. “Bernie Sanders says that Hillary Clinton is unqualified to be president,” Mr. Trump wrote on Twitter. “Based on her decision making ability, I can go along with that!” Mr. Sanders has started running commercials in New York criticizing Mrs. Clinton for accepting   speaking fees from Wall Street banks but not supporting a federal $15 minimum wage. And in Thursday’s debate, he suggested that Mrs. Clinton’s speaking fees had influenced her to be soft on Wall Street regulation. She quickly dismissed that, saying that she had called out bankers over business practices  —   drawing a sarcastic response from Mr. Sanders. “Secretary Clinton called them out  —   oh my goodness, they must have been really crushed by this,” he said. “And was that before or after you received huge sums of money by giving speaking engagements? So they must have been very, very upset by what you did. ” While Mr. Sanders has not run   and highly personal ads against Mrs. Clinton  —   the sort that traditionally characterize a negative campaign  —   Mrs. Clinton’s advisers accused Mr. Sanders of breaking his word. “At times he does it deftly, but make no mistake, every day Senator Sanders is launching another attack, and that’s not how he said he would run his campaign,” said Joel Benenson, Mr. Clinton’s campaign strategist. Mr. Devine, a longtime strategist for Mr. Sanders, said his candidate’s quips and tone were a far cry from the   vitriol in the Republican race. He insisted that Mr. Sanders was seeking to reveal substantive differences with Mrs. Clinton, and denied that his candidate fears the Democratic nomination is slipping away. “I think the race is just increasingly engaged,” Mr. Devine said. In Vermont, however, Mr. Sanders was known for belittling opponents at times, rather than merely challenging their ideas. During one debate in the 1986 governor’s race, Mr. Sanders was asked if he viewed Governor Kunin as “the lesser of two evils,” given his descriptions of the Democratic and Republican parties as “Tweedledum” and “Tweedledee,” and if he thought he might contribute to her political “demise. ” Mr. Sanders chuckled and then looked at Ms. Kunin, seated a few feet away. “Governor, how does it feel to be the lesser of two evils?” he asked. “I think that really is what this campaign is about. ” Ms. Kunin was  . Toward the end of that campaign, Ms. Kunin said, Mr. Sanders argued at a rally in Burlington, Vt. that he would do far more for women than Ms. Kunin. “Bernie thought I was an empty suit, and insisted that he was the better feminist because he would solve income inequality and that would help women,” Ms. Kunin said in the interview. “He could be sarcastic, but also very subtle. ” A supporter of Mrs. Clinton’s presidential bid, Ms. Kunin said she saw similarities between his treatment of the two women. “He’s not going to say, ‘She’s a woman, she’s not qualified,’” said Ms. Kunin, who was   with 47 percent of the vote after Mr. Sanders siphoned off some support. “But he can paint a very subtle illusion talking about qualifications and judgment. ” Mr. Devine, the adviser to Mr. Sanders, said the senator would never make   attacks, in the 1980s or today. “His focus is on issues,” he said. Peter Smith, the Republican candidate for governor in 1986 and the congressman Mr. Sanders ousted in 1990, said that Mr. Sanders used passion to create “a contrast between him and his opponent that may not, in fact, exist. ” Mr. Sanders’s aides in the 1990 campaign said they would regularly taunt Mr. Smith about his positions on issues like the minimum wage, which the congressman would dispute, and then Mr. Sanders would come forward and accuse Mr. Smith of dishonesty. As a result, a running theme of that campaign was that Mr. Sanders had integrity and Mr. Smith lacked it. “The tool he uses is his intensity and his belief that, on the major issues he cares about, there is only one right answer,” Mr. Smith said. “And it is his. ”",Bernie Sanders’s Campaign Past Reveals Willingness to Play Hardball - The New York Times
7177,"Next Swipe left/right When you print out your boarding pass on A1 paper… 
@_aimeeconnolly over on Twitter writes, “Hannah’s printed Claire’s boarding pass out on A1 am sobbing hahahaha state a that” 
That’s 8 times the size it should be. Look. Here’s a diagram: 
At least it wasn’t A0 we guess.",When you print out your boarding pass on A1 paper…
2433,"The IMF on Tuesday left its global economic forecasts unchanged into 2017 but called on governments to take action against the threats of low growth and protectionism.With Britain voting to secede from the European Union and US presidential candidates disfavoring open borders, the International Monetary Fund said populist politics imperiled free trade and economic growth.Global output is expected to grow this year by 3.1 percent before rising to 3.4 percent next year, estimates that are unchanged from July, according to the IMF´s new World Economic Outlook report.But the Fund downgraded forecasts both for growth in global trade volume and for advanced economies´ output, saying that prospects for richer countries had darkened this year.The IMF notably cut its outlook for the United States, the world´s largest economy, but upgraded those for Japan and the eurozone.It also called Chinese businesses´ dependence on high levels of credit to bolster growth was ""dangerous"" and unsustainable, creating risks to China´s economic stability in the medium-term.The focus of worries, however, was the sharp rise of talk against free trade pacts and for raising barriers to foreign competition in leading economic powers, including the United States and some European countries.""It is vitally important to defend the prospects for increasing trade integration,"" said IMF chief economist Maurice Obstfeld ""Turning back the clock on trade can only deepen and prolong the world economy´s current doldrums.""The IMF downgraded its outlook for advanced economies this year by 0.2 percentage points to 1.6 percent but raised it slightly for emerging and developing economies to 4.2 percent. Next year´s forecasts were unchanged.The world trade outlook also soured, with growth now pegged at a very low 2.3 percent this year, before rising to 3.8 percent in 2017.The IMF said global growth still faces notable uncertainties, such as further economic shocks in China, a continued fall in commodity prices and the sudden imposition of new trade barriers.""Geopolitical tensions could flare up, adding to the humanitarian crises already afoot in the Middle East and Africa,"" the report said.",IMF warns of protectionist threat to global gr
9384,"License DMCA My guest today is Maya Schenwar, Truthout's editor-in-chief, author of Locked Down, Locked Out: Why Prison Doesn't Work and How We Can Do Better , and co-editor of Who Do You Serve, Who Do you Protect? Police Violence and Resistance in the United States . Joan Brunwasser: Welcome back to OpEdNews, Maya. We last spoke back in January, 2015. Now, I'd like to discuss your recent piece: Death Penalty for Heroin Dealers? More Proof the Drug War Is Not Over . Who thought the drug war was over in the first place and why? - Advertisement - Maya Schenwar: There has been a shift in mainstream politics toward condemning the drug war, and for good reason. It has done nothing to stem drug misuse, and meanwhile it has resulted in the criminalization and incarceration of millions of people, overwhelmingly Black and Brown people. With countless studies demonstrating its ""failure"" (I put this in quotes because I don't think the drug war was actually devised to help people in the first place), politicians who defend it end up looking pretty bad. So the current line is to say it's in the past, and that we have a new approach to drugs going forward. The Obama administration, many state governments, and even conservative politicians (including the ""Right on Crime"" crowd) have said that we need to leave behind the old war on drugs. In February, Eric Holder said the drug war is ""over,"" and Obama increasingly talks about treating drug-related issues as ""public health problems"" instead of criminal problems. JB: How does that change anything: the disproportionate numbers of minority members locked up for possession, more single moms incarcerated for the same, families split up and minors left with no parent at home? Are they, then, opening the prison gates and saying, ""We were wrong. This was all a big mistake; it didn't work and we diverted and wasted billions of dollars that could have been used to good purpose. And we ruined your lives for nothing. Oops. Sorry.""? MS: No, no one is opening the prison gates, unfortunately! There are some limited steps being taken toward scaling back drug-war-related incarceration. For example, Obama has issued hundreds of commutations to people serving super-long drug sentences. Some states have taken steps to reduce some very low-level drug offenses to misdemeanors instead of felonies, which means people are a lot less likely to be incarcerated for them. (California's Proposition 47 is an example of this, although the emphasis on ""low-level offenses"" has actually entrenched the idea that people should be severely punished for ""higher-level offenses.) - Advertisement - Obviously, in a number of states, marijuana is being decriminalized, and some are legalizing it. However, that doesn't mean there are no longer marijuana arrests -- in fact, an ACLU study released recently showed there were more marijuana possession arrests last year than arrests for all violent crimes. The study also showed that Black people are still disproportionately arrested in far greater numbers than white people, despite using marijuana at about the same rate as white people. JB: How do we understand this, Maya? Beyond being convinced that the whole penal system is seriously screwed up, what's the point of increased marijuana arrests? Is this a last gasp effort or at least partly to fill up jail cells and local or private prison coffers? MS: There wasn't an increase in marijuana arrests overall last year; there was a decrease. But obviously it was a small decrease, given that there was a larger number of possession arrests than all violent crime arrests. I don't think it's about filling private prison coffers. Ultimately, prisons are expensive for states, and I don't actually see money as a primary motivator to incarcerate people. Until we challenge criminality itself -- and challenge the white supremacy that underlies the US's version of criminality -- we won't be done with large-scale incarceration. We have to understand incarceration by looking at how people are being labeled as disposable and as ""dangerous,"" and how those things are racialized. Whether it's marijuana possession or something else, there will always be a convenient ""crime"" with which to charge Black and Brown people unless white supremacy itself is confronted. We also have to think about ableism, transmisogyny, patriarchy, economic injustice, capitalism -- really confronting the structures that make it possible for our society to lock millions of people in cages. If we look at the drug war through this lens, we understand that's it's not some stand-alone entity; it's one tool deployed by a larger power structure that continually targets marginalized people in order to keep itself going. JB: Good point. Does the fact that the penal dysfunction is part of a larger overarching dysfunction make it easier or harder to improve it? And what's ableism? I don't know that I'm familiar with that term. MS: I think the fact that it's part of an overarching structural problem means that it can't really been improved, per se -- it really has to be uprooted. I wouldn't say that can happen extremely easily; it's more a goal to move toward while making incremental changes. Ableism is the structural oppression against and devaluation of people with disabilities. One of the ways it plays out in relation to prison is the extremely high level of incarceration of people with psychiatric and intellectual disabilities. 'Locked Down, Locked Out: Why Prison Doesn't Work and How We Can Do Better' by Maya Schenwar(image by Berrett-Koehler Publishers) License DMCA JB: Quite true. I believe much of that shift occurred when President Reagan ""reallocated"" resources, closing many state mental hospitals and dumping the patients onto the streets and the unprepared public. And we've been paying the price, one way or another, ever since. What haven't we talked about yet? MS: There's of course much more to talk about, but we have to end things somewhere, right? One thing I'd caution people against is assuming that the automatic alternative to incarceration for people convicted of drug offenses should be drug treatment. First of all, most people arrested for drug offenses aren't dependent on drugs (most people who use drugs are not dependent on them); there are safe ways to use drugs and we have to challenge laws that stigmatize their use.",War on Drugs Heading in Wrong Direction?
1647,"According to The Wall Street Journal , President-elect Donald Trump’s son, Donald, attended a meeting in Paris that was hosted by a think tank connected to Russia that convened  ",Donald Trump Jr. Met With Russian Advocates About Syria
397,"Oil prices extended their recent rally in Asia on Thursday as a drop in US crude supplies cheered global financial markets ahead of the long Christmas weekend.</strongThe main global contracts for the commodity surged more than 3.5 percent on Wednesday after the US Department of Energy reported inventories unexpectedly fell in the week ending December 18 while imports sank about 13 percent week on week.The news stoked hopes that a plunge in prices, which has seen the Brent contract hit 11-year lows, may be coming to an end.At 0330 GMT on Thursday US benchmark West Texas Intermediate climbed 25 cents, or 0.67 percent, to $37.75 a barrel and Brent gained 24 cents, or 0.64 percent, to 37.60.WTI this week broke past Brent for the first time since January, after US lawmakers last week lifted a 40-year ban on crude exports, leading to hopes of a fall in supplies at home.""Concerns over the global supply glut have been slightly eased by last week´s decline in stockpiles,"" Hong Sung Ki, a commodities analyst at Samsung Futures Inc. in Seoul, told Bloomberg News.""Seasonally stockpiles should be easing, but the issue here is how fast. At this price level, the number of rigs should continue to fall.""However, analysts pointed out that the US report also included some aspects that were less favourable towards addressing a supply glut that has sent prices diving more than 60 percent from above $100 since summer 2014.Domestic production of oil rose slightly and inventories at a closely watched trading hub in Cushing, Oklahoma, increased.",Oil extends rally in Asia after US repor
16684,"Secretary Of Interior Unveils Plans For New High-Speed Creek WASHINGTON—Calling the $650 million project the “future of America’s pastoral waterways,” Secretary of the Interior Sally Jewell unveiled the agency’s plans for a new high-speed creek Thursday that would reportedly connect Weybridge, VT with the adjacent town of Addison. Americans Confused By System Of Government In Which Leader Would Resign After Making Terrible Decision WASHINGTON—In the wake of Prime Minister David Cameron’s announcement that he would leave office following the United Kingdom’s vote to exit the European Union, tens of millions of Americans expressed their confusion to reporters Friday about a system of government in which a leader would resign after making a terrible decision. The Pros And Cons Of Affirmative Action The Supreme Court upheld a challenge to the University of Texas at Austin’s affirmative action program Thursday, reigniting debate over the merits of policies that favor members of groups frequently targeted by discrimination. Here are the pros and cons of affirmative action 47 Weak-Willed Senators Bend To Interests Of Powerful American People WASHINGTON—Saying the closely watched Senate vote clearly demonstrated where the elected officials’ loyalties lay, political observers confirmed that 47 weak-willed lawmakers bent to the interests of the powerful American public Monday by voting in favor of measures that would bar anyone on government terror watchlists from purchasing firearms. Dianne Feinstein Horrified After New Gun Control Bill Disintegrates Immediately Upon Crossing Into Senate Chamber WASHINGTON—Staring down in shock at her empty hands where the piece of legislation had been only seconds earlier, Sen. Dianne Feinstein (D-CA) was reportedly left horrified Monday after her gun control bill disintegrated immediately upon crossing into the Senate chamber. John Kerry Jettisons Russian Henchmen From International Space Station Airlock LOW EARTH ORBIT—Having stowed away aboard a Soyuz resupply rocket and silently slipped into the International Space Station as part of a high-level fact-finding mission, Secretary of State John Kerry reportedly found himself forced to jettison two Russian henchmen from an airlock Monday after being set upon by the thugs in an ambush that resulted in a violent zero-gravity struggle to the death. ‘There Is Beauty In Decay,’ Says Head Of Federal Highway Administration While Surveying Nation’s Crumbling Roads CHICAGO—Inspecting a lengthy fissure cutting across two lanes of U.S. Route 34, Federal Highway Administration head Gregory G. Nadeau told reporters Wednesday that while the nation’s infrastructure is in desperate need of repair, there was “a certain kind of beauty in decay.” CDC Horrified After Discovering Existence Of Thousands Of Public Pools WASHINGTON—Calling the finding an imminent threat to public health nationwide, horrified officials from the Centers for Disease Control and Prevention convened an emergency press conference Wednesday to announce they had discovered the existence of thousands of public pools throughout the country. ",New Voting Booths Lock Americans Inside For 45 Minutes So They Can Consider Decision Before Casting Ballot - The Onion - America's Finest News Source
14803,"Open Line 223 Deciding America’s Future 
The present presidential election boils down to a decision concerning America’s future. Will we continue down the path to global governance or will we reverse our direction and see the restoration of American sovereignty? Will we return to the Judeo-Christian values upon which this nation was built or will we merge America into a New Secular Order? Some people have expressed that only a miracle can reverse the damage that has been done to the American dream and to return us to the right path. Millions are praying that God will grant to us just such a miracle. Could God send a miracle at this critical time? Eleven days from now, we will all find out. It’s open line today on End of the Age.",Open Line 223
705,"Asian shares rose on Monday and the dollar wallowed close to its lowest in nearly a month after U.S. nonfarm payrolls showed the slowest job growth in more than five years, quashing expectations for a near-term U.S. interest rate hike.</strongMSCI's broadest index of Asia-Pacific shares outside Japan was up 0.4 percent in early trade. Wall Street ended down on Friday, though off session lows, with the S&amp;P 500 finishing within just 1.5 percent of its record closing high.Japan's Nikkei stock index slipped 1.6 percent, after the dollar skidded 2 percent against the yen on Friday.U.S. nonfarm payrolls rose by just 38,000 last month, the smallest increase since September 2010 and well shy of expectations for a rise of 164,000. All 105 economists polled by Reuters had forecast higher numbers.A Reuters poll of Wall Street's top banks taken after the jobs figures showed that all of them expect the U.S. Federal Reserve to leave interest rates unchanged at its June 14-15 policy meeting.""I am still on the side that the U.S. economy is better than these data look, but it is also the case that the Fed has less confidence than I do and the market is unlikely to turn around unless there is a major piece of data that surprises on the upside,"" Steven Englander, managing director and global head of G10 FX strategy at Citigroup in New York, said in a note.Data on the U.S. non-manufacturing sector also disappointed, showing a drop in the May headline index to 52.9 from 55.7 in April.Fed funds futures rates indicated that traders see only a 6 percent chance of a Fed hike this month, down from 21 percent as recently as Thursday, according to CME Group's FedWatch tool.Later in the session on Monday, Federal Reserve chair Janet Yellen will address an event in Philadelphia. Markets will pay close attention to her last official remarks ahead of the pre-meeting media blackout.The dollar index, which tracks the greenback against a basket of six major currencies, edged up 0.1 percent to 94.112 but remained not far above Friday's low of 93.855, its lowest since May 12.The dollar rose 0.1 percent to 106.64 yen after brushing as low as 106.35 earlier in the session, its deepest nadir in a month.The euro inched 0.1 percent lower to $1.1350, after nosing to a fresh high of $1.1375 earlier, its highest level since May 13.Sterling tumbled 0.7 percent to $1.4396 after sinking as low as $1.4352 earlier, wallowing around three week lows as voters in Britain gear up for the June 23 referendum on whether to remain in the European Union.Crude oil prices steadied after plunging more than 1 percent in the wake of Friday's disappointing payrolls figures. Weekly industry data had also shown U.S. drillers added rigs for only the second time this year.U.S. crude futures CLc1 added 0.5 percent to $48.88 per barrel, after logging a 1.1 percent drop for the week, their first weekly decline in four weeks.Brent crude futures LCOc1 added 0.5 percent to $49.89, after they managed to mark their eighth weekly gain in nine weeks.",Asian shares rise dollar nurses losses after jobs 
